"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.805,,10/01/2021,09/30/2022
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.986,,10/01/2021,09/30/2022
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.892,,10/01/2021,09/30/2022
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.613,,10/01/2021,09/30/2022
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.759,,10/01/2021,09/30/2022
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.683,,10/01/2021,09/30/2022
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.786,,10/01/2021,09/30/2022
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.042,,10/01/2021,09/30/2022
MO,HAI_3_SIR,SSI - Colon Surgery,0.907,,10/01/2021,09/30/2022
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.491,,10/01/2021,09/30/2022
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.955,,10/01/2021,09/30/2022
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.694,,10/01/2021,09/30/2022
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.849,,10/01/2021,09/30/2022
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.098,,10/01/2021,09/30/2022
MO,HAI_5_SIR,MRSA Bacteremia,0.967,,10/01/2021,09/30/2022
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.561,,10/01/2021,09/30/2022
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.628,,10/01/2021,09/30/2022
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.594,,10/01/2021,09/30/2022
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,10/01/2021,09/30/2022
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,10/01/2021,09/30/2022
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2021,09/30/2022
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2021,09/30/2022
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,10/01/2021,09/30/2022
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,10/01/2021,09/30/2022
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2021,09/30/2022
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.050,,10/01/2021,09/30/2022
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.349,,10/01/2021,09/30/2022
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.192,,10/01/2021,09/30/2022
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.554,,10/01/2021,09/30/2022
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.743,,10/01/2021,09/30/2022
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.643,,10/01/2021,09/30/2022
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.888,,10/01/2021,09/30/2022
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.302,,10/01/2021,09/30/2022
MS,HAI_3_SIR,SSI - Colon Surgery,1.080,,10/01/2021,09/30/2022
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.880,,10/01/2021,09/30/2022
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.695,,10/01/2021,09/30/2022
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.238,,10/01/2021,09/30/2022
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.165,,10/01/2021,09/30/2022
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.600,,10/01/2021,09/30/2022
MS,HAI_5_SIR,MRSA Bacteremia,1.370,,10/01/2021,09/30/2022
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.387,,10/01/2021,09/30/2022
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.476,,10/01/2021,09/30/2022
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.430,,10/01/2021,09/30/2022
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.547,,10/01/2021,09/30/2022
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.185,,10/01/2021,09/30/2022
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.820,,10/01/2021,09/30/2022
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.399,,10/01/2021,09/30/2022
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.768,,10/01/2021,09/30/2022
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.561,,10/01/2021,09/30/2022
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.583,,10/01/2021,09/30/2022
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.350,,10/01/2021,09/30/2022
MT,HAI_3_SIR,SSI - Colon Surgery,0.907,,10/01/2021,09/30/2022
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.432,,10/01/2021,09/30/2022
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.215,,10/01/2021,09/30/2022
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.065,,10/01/2021,09/30/2022
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.384,,10/01/2021,09/30/2022
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.032,,10/01/2021,09/30/2022
MT,HAI_5_SIR,MRSA Bacteremia,0.649,,10/01/2021,09/30/2022
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.450,,10/01/2021,09/30/2022
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.659,,10/01/2021,09/30/2022
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.547,,10/01/2021,09/30/2022
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.072,,10/01/2021,09/30/2022
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.233,,10/01/2021,09/30/2022
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.150,,10/01/2021,09/30/2022
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.772,,10/01/2021,09/30/2022
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.903,,10/01/2021,09/30/2022
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.835,,10/01/2021,09/30/2022
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.869,,10/01/2021,09/30/2022
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.091,,10/01/2021,09/30/2022
NC,HAI_3_SIR,SSI - Colon Surgery,0.975,,10/01/2021,09/30/2022
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.698,,10/01/2021,09/30/2022
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.137,,10/01/2021,09/30/2022
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.898,,10/01/2021,09/30/2022
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.889,,10/01/2021,09/30/2022
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.078,,10/01/2021,09/30/2022
NC,HAI_5_SIR,MRSA Bacteremia,0.980,,10/01/2021,09/30/2022
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.375,,10/01/2021,09/30/2022
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.420,,10/01/2021,09/30/2022
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.397,,10/01/2021,09/30/2022
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.457,,10/01/2021,09/30/2022
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.873,,10/01/2021,09/30/2022
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.640,,10/01/2021,09/30/2022
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.298,,10/01/2021,09/30/2022
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.636,,10/01/2021,09/30/2022
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.443,,10/01/2021,09/30/2022
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.727,,10/01/2021,09/30/2022
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.510,,10/01/2021,09/30/2022
ND,HAI_3_SIR,SSI - Colon Surgery,1.065,,10/01/2021,09/30/2022
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.322,,10/01/2021,09/30/2022
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.449,,10/01/2021,09/30/2022
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.267,,10/01/2021,09/30/2022
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.281,,10/01/2021,09/30/2022
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.843,,10/01/2021,09/30/2022
ND,HAI_5_SIR,MRSA Bacteremia,0.506,,10/01/2021,09/30/2022
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.491,,10/01/2021,09/30/2022
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.682,,10/01/2021,09/30/2022
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.581,,10/01/2021,09/30/2022
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.491,,10/01/2021,09/30/2022
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.823,,10/01/2021,09/30/2022
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.641,,10/01/2021,09/30/2022
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.746,,10/01/2021,09/30/2022
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.130,,10/01/2021,09/30/2022
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.923,,10/01/2021,09/30/2022
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.824,,10/01/2021,09/30/2022
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.363,,10/01/2021,09/30/2022
NE,HAI_3_SIR,SSI - Colon Surgery,1.068,,10/01/2021,09/30/2022
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.932,,10/01/2021,09/30/2022
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.203,,10/01/2021,09/30/2022
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.466,,10/01/2021,09/30/2022
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.495,,10/01/2021,09/30/2022
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.929,,10/01/2021,09/30/2022
NE,HAI_5_SIR,MRSA Bacteremia,0.686,,10/01/2021,09/30/2022
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.471,,10/01/2021,09/30/2022
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.604,,10/01/2021,09/30/2022
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.534,,10/01/2021,09/30/2022
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.534,,10/01/2021,09/30/2022
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.953,,10/01/2021,09/30/2022
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.721,,10/01/2021,09/30/2022
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.675,,10/01/2021,09/30/2022
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.053,,10/01/2021,09/30/2022
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.848,,10/01/2021,09/30/2022
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.412,,10/01/2021,09/30/2022
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.938,,10/01/2021,09/30/2022
NH,HAI_3_SIR,SSI - Colon Surgery,0.635,,10/01/2021,09/30/2022
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.525,,10/01/2021,09/30/2022
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.374,,10/01/2021,09/30/2022
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.200,,10/01/2021,09/30/2022
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.345,,10/01/2021,09/30/2022
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.835,,10/01/2021,09/30/2022
NH,HAI_5_SIR,MRSA Bacteremia,0.550,,10/01/2021,09/30/2022
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.518,,10/01/2021,09/30/2022
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.688,,10/01/2021,09/30/2022
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.599,,10/01/2021,09/30/2022
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.730,,10/01/2021,09/30/2022
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.909,,10/01/2021,09/30/2022
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.816,,10/01/2021,09/30/2022
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.599,,10/01/2021,09/30/2022
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.753,,10/01/2021,09/30/2022
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.672,,10/01/2021,09/30/2022
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.725,,10/01/2021,09/30/2022
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.974,,10/01/2021,09/30/2022
NJ,HAI_3_SIR,SSI - Colon Surgery,0.843,,10/01/2021,09/30/2022
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.762,,10/01/2021,09/30/2022
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.300,,10/01/2021,09/30/2022
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.004,,10/01/2021,09/30/2022
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.921,,10/01/2021,09/30/2022
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.162,,10/01/2021,09/30/2022
NJ,HAI_5_SIR,MRSA Bacteremia,1.036,,10/01/2021,09/30/2022
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.454,,10/01/2021,09/30/2022
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.509,,10/01/2021,09/30/2022
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.481,,10/01/2021,09/30/2022
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.923,,10/01/2021,09/30/2022
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.372,,10/01/2021,09/30/2022
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.130,,10/01/2021,09/30/2022
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,1.020,,10/01/2021,09/30/2022
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.410,,10/01/2021,09/30/2022
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.203,,10/01/2021,09/30/2022
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.552,,10/01/2021,09/30/2022
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.064,,10/01/2021,09/30/2022
NM,HAI_3_SIR,SSI - Colon Surgery,0.777,,10/01/2021,09/30/2022
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.758,,10/01/2021,09/30/2022
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.102,,10/01/2021,09/30/2022
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.304,,10/01/2021,09/30/2022
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.646,,10/01/2021,09/30/2022
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.168,,10/01/2021,09/30/2022
NM,HAI_5_SIR,MRSA Bacteremia,0.878,,10/01/2021,09/30/2022
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.702,,10/01/2021,09/30/2022
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.863,,10/01/2021,09/30/2022
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.779,,10/01/2021,09/30/2022
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.801,,10/01/2021,09/30/2022
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.049,,10/01/2021,09/30/2022
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.919,,10/01/2021,09/30/2022
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.538,,10/01/2021,09/30/2022
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.742,,10/01/2021,09/30/2022
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.634,,10/01/2021,09/30/2022
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.691,,10/01/2021,09/30/2022
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.112,,10/01/2021,09/30/2022
NV,HAI_3_SIR,SSI - Colon Surgery,0.883,,10/01/2021,09/30/2022
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.499,,10/01/2021,09/30/2022
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.494,,10/01/2021,09/30/2022
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.896,,10/01/2021,09/30/2022
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.785,,10/01/2021,09/30/2022
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.160,,10/01/2021,09/30/2022
NV,HAI_5_SIR,MRSA Bacteremia,0.958,,10/01/2021,09/30/2022
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.297,,10/01/2021,09/30/2022
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.372,,10/01/2021,09/30/2022
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.333,,10/01/2021,09/30/2022
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.896,,10/01/2021,09/30/2022
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.001,,10/01/2021,09/30/2022
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.948,,10/01/2021,09/30/2022
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.712,,10/01/2021,09/30/2022
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.797,,10/01/2021,09/30/2022
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.754,,10/01/2021,09/30/2022
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.773,,10/01/2021,09/30/2022
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.946,,10/01/2021,09/30/2022
NY,HAI_3_SIR,SSI - Colon Surgery,0.856,,10/01/2021,09/30/2022
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.665,,10/01/2021,09/30/2022
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.041,,10/01/2021,09/30/2022
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.837,,10/01/2021,09/30/2022
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.948,,10/01/2021,09/30/2022
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.097,,10/01/2021,09/30/2022
NY,HAI_5_SIR,MRSA Bacteremia,1.020,,10/01/2021,09/30/2022
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.504,,10/01/2021,09/30/2022
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.540,,10/01/2021,09/30/2022
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.522,,10/01/2021,09/30/2022
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.869,,10/01/2021,09/30/2022
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.009,,10/01/2021,09/30/2022
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.937,,10/01/2021,09/30/2022
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.605,,10/01/2021,09/30/2022
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.708,,10/01/2021,09/30/2022
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.655,,10/01/2021,09/30/2022
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.855,,10/01/2021,09/30/2022
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.044,,10/01/2021,09/30/2022
OH,HAI_3_SIR,SSI - Colon Surgery,0.946,,10/01/2021,09/30/2022
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.771,,10/01/2021,09/30/2022
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.190,,10/01/2021,09/30/2022
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.963,,10/01/2021,09/30/2022
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.967,,10/01/2021,09/30/2022
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.159,,10/01/2021,09/30/2022
OH,HAI_5_SIR,MRSA Bacteremia,1.060,,10/01/2021,09/30/2022
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.526,,10/01/2021,09/30/2022
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.575,,10/01/2021,09/30/2022
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.550,,10/01/2021,09/30/2022
